"590,14","0,2835869","0,277633","0,1285281","0,1268035","0,120137","0,1389521","0,06454618","0,1312679","0,1304297","0,08230688","0,1173098","0,2037532","0,07447501","0,1267754","0,1279401","0,07364958","0,2147834","0,1453916","0,06567785","0,06428926","0,08758029","0,08139255","0,1849136","0,1851217","0,09481014","0,1793203","0,1802838","0,1224706","0,1800518","0,1825908","0,1077973","0,2203581","0,2272205","0,1013978","0,1983909","0,2013775","0,07431412","0,2109767","0,214661","0,07154615","0,08261424","0,08292362","0,0890853","0,0847754","0,08624499","0,07380711","0,1412566","0,1426494","0,2429516","0,173097","0,2071771","0,191","0,1851624","0,1743611","0,2082847","0,1971505","0,1853045","0,1862132","0,1740462","0,1555397","0,1694243","0,1567433","0,1547019","0,164927","0,159788","0,1553574","0,1606407","0,1552552","0,162443","0,1558205","0,151123","0,1667027","0,1815957","0,1645373","0,1745236","0,1548384","0,1365765","0,1302136","0,1764818","0,1845519","0,1554497","0,1520679","0,1968059","0,1838218","0,1487021","0,1459994","0,1392947","0,172036","0,1597819","0,1550891","0,2203457","0,2419804","0,263041","0,2492009","0,2333091","0,2510142","0,2405981","0,2372994","0,2358945","0,245459","0,2240282","0,2580554","0,2310974","0,2309364","0,2469501","0,2355379","0,2342016","0,2574091","0,2800832","0,2373363","0,2278847","0,2564549","0,2299022","0,2350476","0,274544","0,2434253","0,2575424","0,2822893","0,2788797","0,2709532","0,258616","0,2773038","0,2699207","0,2626413","0,2683088","0,2532006","0,2376117","0,319792","0,268682","0,271588","0,2656974","0,259555","0,2374814","0,2265634","0,2699095","0,2847241","0,2590068","0,2385081","0,2325439","0,240891","0,2407391","0,2431709","0,2446274","0,2369683","0,2636278","0,214363","0,2290422","0,1519025","0,1607516","0,1612154","0,1725438","0,1997078","0,1619479","0,1576875","0,1547285","0,1450819","0,1825498","0,1785917","0,1587","0,1413412","0,166764","0,1576337","0,1655042","0,1628197","0,1628758"
"592,0685","0,2269443","0,2246599","0,09616886","0,1368573","0,1322863","0,1561457","0,06703385","0,1308046","0,1309886","0,08509482","0,1203539","0,2105269","0,07625233","0,1297042","0,1309602","0,07498694","0,2197543","0,1482865","0,06835034","0,06800226","0,09115189","0,08485644","0,18962","0,1902425","0,08279089","0,1516077","0,1512635","0,1071944","0,1535951","0,1567704","0,09391848","0,1897602","0,1936382","0,08699367","0,1674727","0,1699039","0,06420352","0,1785504","0,1820636","0,06294222","0,07062618","0,07056271","0,09264255","0,08901078","0,08964412","0,07589545","0,1466829","0,1486153","0,2434004","0,1760126","0,2115909","0,196","0,1903511","0,1781657","0,2080164","0,2022187","0,1892777","0,1903087","0,1794873","0,1585723","0,1757657","0,1608202","0,1598093","0,1705913","0,1655091","0,16112","0,1648803","0,1600006","0,1660786","0,1607521","0,1549107","0,1707876","0,1868604","0,1708518","0,1795194","0,1612896","0,1394272","0,1348185","0,1816905","0,1899733","0,1585743","0,1557776","0,2021166","0,1881299","0,1523845","0,1503921","0,1422351","0,1754897","0,1639867","0,15873","0,1926598","0,2078839","0,2263938","0,2162965","0,20041","0,2144716","0,206717","0,2044567","0,2030112","0,2100098","0,191398","0,2190374","0,1968518","0,1955097","0,2097573","0,2005403","0,2005222","0,2183677","0,237625","0,2041848","0,1956354","0,2197331","0,1982507","0,2020756","0,2344865","0,2091159","0,2231317","0,2415234","0,2415224","0,2325209","0,222889","0,2390344","0,2316353","0,2258689","0,2309765","0,2174981","0,2045002","0,2732207","0,232437","0,233482","0,2292197","0,2207229","0,2024393","0,1938942","0,2309711","0,2424835","0,2215922","0,2063936","0,1982027","0,2047169","0,2064232","0,2077274","0,2090441","0,2022475","0,2235378","0,1837384","0,1958901","0,1566348","0,1666376","0,1669487","0,1725909","0,2047048","0,1661446","0,162544","0,1607257","0,1512868","0,1889292","0,184244","0,1639528","0,1458209","0,1733181","0,1625544","0,1704943","0,1674208","0,1679444"
"593,9971","0,1725966","0,1767834","0,06511867","0,1488632","0,1440025","0,1740254","0,06924782","0,133813","0,1349664","0,08869427","0,1261352","0,2184998","0,0790163","0,1358464","0,1372476","0,07671006","0,2289185","0,1548797","0,06987298","0,07076058","0,0956933","0,087874","0,1964069","0,1984089","0,06728025","0,124524","0,123559","0,08693862","0,127462","0,130734","0,0769793","0,1604386","0,1626379","0,06886889","0,1384913","0,1394853","0,05181271","0,1472091","0,1503039","0,0509485","0,05772275","0,05790524","0,09518723","0,09277361","0,09391572","0,07801847","0,1525041","0,1551881","0,2467837","0,1803292","0,2178433","0,203","0,1982506","0,1852799","0,2081616","0,2070376","0,194262","0,1958013","0,1858926","0,163727","0,1825734","0,1667925","0,1657887","0,1768013","0,171117","0,1677568","0,1708973","0,1665186","0,1709431","0,1663471","0,1611547","0,1769202","0,1936335","0,1781754","0,1862639","0,1686325","0,1427103","0,1396341","0,1878739","0,1969563","0,1654365","0,162461","0,2107038","0,1960002","0,157038","0,1554393","0,1473278","0,1825314","0,1699386","0,1652331","0,1656235","0,1754674","0,1928411","0,1855183","0,1694079","0,1814883","0,1727646","0,1731453","0,1722583","0,1771403","0,1601381","0,1824885","0,1645252","0,1627513","0,1755486","0,1672146","0,1675136","0,1817502","0,1975405","0,1726582","0,1654139","0,1850034","0,167887","0,1704325","0,1973082","0,1760648","0,190011","0,201217","0,2042972","0,193718","0,1885677","0,2029615","0,1935964","0,1915025","0,1951833","0,1822252","0,1723276","0,2290449","0,1979895","0,197323","0,1944257","0,1853264","0,1687594","0,1627215","0,1932447","0,2009161","0,1848825","0,1748037","0,1678178","0,1701633","0,1725246","0,1735172","0,1725474","0,1674449","0,1852472","0,1536886","0,1630465","0,1635161","0,1730549","0,1735836","0,1747084","0,213674","0,1731713","0,1670463","0,1671129","0,1568938","0,19528","0,191691","0,169815","0,1512333","0,1795251","0,1689922","0,1759443","0,174035","0,1730984"
"595,9257","0,1441938","0,1529165","0,04790265","0,1574722","0,1516414","0,1864983","0,07308114","0,1390142","0,1395385","0,09189373","0,1322419","0,2265874","0,08363285","0,1430705","0,1437962","0,0793314","0,2384927","0,1627139","0,07197877","0,07369928","0,09935638","0,09091093","0,2036466","0,2062495","0,05858903","0,1106347","0,1098162","0,07645446","0,1138184","0,1165694","0,06632733","0,1448911","0,1465877","0,05855578","0,1234643","0,1234832","0,04532656","0,1317755","0,1333395","0,04334677","0,05064964","0,05124074","0,09971974","0,09679016","0,09782834","0,08345369","0,1591592","0,1607812","0,2564611","0,1862368","0,2252923","0,211","0,2071259","0,1933908","0,2123503","0,2144766","0,2019928","0,203428","0,1930396","0,1694271","0,1891662","0,1735761","0,1716825","0,1827721","0,1763951","0,1741595","0,1785299","0,1737261","0,1786228","0,1724551","0,1678716","0,1845347","0,2015423","0,1849341","0,193692","0,1752293","0,1473607","0,1447061","0,1954322","0,2050986","0,1731385","0,1699018","0,2198299","0,2054736","0,1621444","0,1608549","0,1525263","0,1899398","0,1773033","0,1731179","0,1521391","0,1604441","0,1765654","0,1696176","0,1544956","0,1665365","0,1566725","0,1573936","0,157546","0,1615064","0,1447337","0,1639769","0,1478673","0,146853","0,1594679","0,1505213","0,1503347","0,1623418","0,176693","0,154965","0,1489118","0,1665511","0,1507108","0,1532239","0,1790126","0,1586938","0,1705121","0,1797488","0,1853629","0,1727727","0,1695166","0,1850211","0,1736986","0,1743829","0,176558","0,1635241","0,1554974","0,2059694","0,1800179","0,1784124","0,174899","0,1672537","0,1508985","0,1471465","0,1735162","0,1798044","0,1643919","0,1587394","0,1528949","0,1525336","0,1547079","0,1552829","0,1537403","0,1495119","0,1656692","0,1387398","0,146278","0,1700477","0,1795441","0,180409","0,1784644","0,2226166","0,1801322","0,1731954","0,173211","0,1623413","0,2029533","0,1991654","0,1759509","0,1573917","0,1850241","0,1759043","0,1823466","0,1811968","0,1793742"
"597,8542","0,1364002","0,1471469","0,04185222","0,163068","0,1572919","0,1948607","0,07702025","0,1425163","0,1427266","0,09520654","0,136623","0,2332846","0,08772248","0,1495334","0,1498306","0,08302815","0,2460505","0,1677323","0,07514929","0,07678491","0,1031263","0,09554208","0,2095847","0,213311","0,05657363","0,1055945","0,104791","0,07418562","0,1093421","0,1110884","0,06328297","0,139062","0,141655","0,05589556","0,1182795","0,1179394","0,04307183","0,1261622","0,1281155","0,03980685","0,04812536","0,04926423","0,1046138","0,1004375","0,1015673","0,08778992","0,1647956","0,1660158","0,2661766","0,1915094","0,2324638","0,217","0,2131674","0,1987052","0,2181233","0,221787","0,208776","0,209266","0,1989802","0,1746405","0,1940317","0,1783662","0,1765468","0,1883365","0,1821937","0,1796782","0,1853182","0,1788516","0,1864866","0,1777364","0,1727819","0,191036","0,2066785","0,1889421","0,1996744","0,179807","0,1512129","0,1489567","0,2025169","0,2112656","0,1785847","0,1752829","0,2264768","0,212576","0,1656758","0,1654479","0,1554178","0,1955342","0,1828087","0,1798025","0,1483438","0,1558989","0,1717803","0,1639205","0,1495651","0,1616256","0,1514223","0,1522468","0,1538878","0,1566009","0,1399703","0,15838","0,1413128","0,1416589","0,1537253","0,1455339","0,1447731","0,1556339","0,1694375","0,1487288","0,1434705","0,1597","0,1445578","0,1486213","0,1733034","0,1525448","0,1637963","0,1724023","0,1791689","0,1658574","0,1636079","0,1788584","0,1679064","0,1684922","0,1705027","0,1578334","0,1502024","0,1973269","0,173988","0,1714581","0,1693992","0,1612698","0,1448153","0,1430946","0,1676456","0,1738781","0,1577443","0,1535201","0,1479636","0,1468816","0,1490334","0,1502038","0,1484227","0,1438752","0,1594758","0,1327278","0,1409094","0,1747793","0,1846918","0,1860056","0,1832281","0,2303263","0,1859139","0,1790416","0,1776657","0,1674396","0,2099472","0,2042718","0,1796201","0,1614334","0,1904467","0,18011","0,1874598","0,1859407","0,1846983"
"599,7828","0,1384096","0,1493307","0,04213106","0,1639529","0,1600661","0,1954414","0,0793732","0,144734","0,1443478","0,09842177","0,1397893","0,2374364","0,09018046","0,1529721","0,1543229","0,08516875","0,250842","0,1693787","0,07816926","0,08014061","0,108229","0,1002916","0,2138486","0,2170593","0,05788517","0,1045832","0,1036274","0,07440346","0,1081855","0,1090745","0,06308971","0,1372932","0,1405391","0,05554489","0,1176692","0,1172487","0,04235448","0,1245023","0,1268329","0,03926004","0,04662507","0,04809256","0,1077511","0,103698","0,1048279","0,08987398","0,1689117","0,1710672","0,2707317","0,1950439","0,2383098","0,221","0,2165613","0,201703","0,2231227","0,2272363","0,2138459","0,2134604","0,2031767","0,1793683","0,1987651","0,182368","0,1800315","0,1930452","0,1867539","0,1850983","0,1890386","0,1824068","0,1912949","0,1817193","0,1761617","0,195531","0,2102435","0,1936974","0,2041268","0,1831824","0,1537338","0,1512897","0,2070306","0,2149884","0,1815073","0,1787326","0,23064","0,2161942","0,1685948","0,1678724","0,1569477","0,1990916","0,1859029","0,1826777","0,1472277","0,1550699","0,1707631","0,162703","0,1470796","0,1594321","0,1489099","0,1511226","0,151922","0,1548403","0,1387454","0,157009","0,1387183","0,1405442","0,1518513","0,143969","0,1441463","0,1549157","0,1686168","0,146571","0,1428757","0,1586795","0,142989","0,1482474","0,1721634","0,1517348","0,1635659","0,1716944","0,17817","0,1645755","0,1637865","0,1782939","0,1673678","0,1672671","0,1702053","0,1568148","0,1490352","0,1962484","0,1727285","0,1701008","0,1690678","0,1601775","0,1437783","0,1421406","0,1667798","0,1729125","0,156826","0,1520826","0,1472921","0,1458188","0,1481871","0,1502603","0,1473728","0,1432444","0,1582251","0,1312758","0,1401493","0,1783964","0,1871396","0,1899445","0,1878146","0,2349514","0,1900273","0,1833761","0,1807312","0,1710884","0,2152193","0,208882","0,1827249","0,1649316","0,1949092","0,1833333","0,19042","0,1886502","0,1886837"
"601,7113","0,144104","0,1524485","0,04444468","0,153877","0,1492608","0,1794916","0,08073384","0,1467381","0,1461158","0,0997332","0,1407963","0,2390172","0,09122354","0,1532581","0,1546826","0,0851301","0,2511066","0,1691189","0,08118798","0,0813762","0,1109353","0,1029082","0,2160081","0,2175547","0,05866738","0,1044632","0,1044492","0,07515737","0,1082721","0,1094607","0,06282453","0,1376466","0,1399109","0,05503546","0,1180212","0,1182501","0,04201731","0,1241304","0,1264022","0,03965654","0,04600087","0,04676867","0,1092607","0,1049853","0,106111","0,09148496","0,1708686","0,1728499","0,2683104","0,1955759","0,2403322","0,222","0,2173881","0,2038906","0,2255064","0,2285533","0,215638","0,215384","0,2048962","0,1814782","0,2007894","0,1848904","0,1819166","0,1944682","0,1884387","0,1870217","0,1911429","0,1838296","0,1922503","0,1842038","0,1781252","0,197391","0,2125479","0,1958069","0,2053498","0,1851387","0,1543406","0,1499081","0,2071749","0,2165421","0,1834211","0,1801123","0,2327364","0,2177575","0,1690036","0,1673652","0,1575436","0,2015884","0,1880386","0,1835681","0,1490819","0,1578182","0,1721105","0,1643981","0,148297","0,1604286","0,150428","0,1522354","0,1532321","0,1562672","0,1396545","0,157896","0,1404424","0,1418066","0,1535306","0,1442116","0,1454136","0,1564829","0,1713044","0,1474196","0,1438831","0,1607732","0,1436485","0,1489547","0,1738665","0,1533849","0,1644867","0,1733744","0,1802316","0,1660152","0,1653724","0,1796816","0,169017","0,1699027","0,1725771","0,1580202","0,1501688","0,1976325","0,173066","0,1712624","0,1696162","0,1605527","0,1450624","0,1430883","0,167555","0,1739362","0,1584747","0,1529275","0,1484977","0,1472712","0,1498845","0,1521759","0,148231","0,1445217","0,1590201","0,1326462","0,1416209","0,1795799","0,1878734","0,191431","0,1901173","0,2357807","0,1913594","0,1844001","0,1818163","0,1714041","0,2158065","0,2113662","0,1835382","0,1656226","0,1947164","0,1851714","0,1914875","0,1895463","0,1892334"
"603,6399","0,1514912","0,1552182","0,04752717","0,1305795","0,1253134","0,1473123","0,0800145","0,1478906","0,1474719","0,1002015","0,139498","0,2375085","0,09028508","0,1523893","0,1534051","0,0850552","0,2488574","0,1688673","0,0825613","0,08096427","0,1109862","0,1027254","0,213974","0,2155356","0,05815913","0,1059071","0,1063569","0,07595532","0,1101741","0,111584","0,06385975","0,1396549","0,141459","0,05498901","0,1193467","0,1206702","0,04230805","0,1262026","0,1278537","0,03986206","0,04677616","0,04702724","0,1089214","0,1046812","0,1065273","0,09164713","0,1708049","0,1723404","0,2609757","0,1936226","0,2383967","0,221","0,2163891","0,2027153","0,2232428","0,2266294","0,2143192","0,2141042","0,203954","0,1811397","0,1996508","0,1852252","0,1820882","0,1936323","0,186917","0,1859934","0,1903104","0,1824808","0,1908807","0,1837412","0,1788231","0,1968462","0,2126117","0,1944069","0,2039265","0,1846751","0,1534938","0,1483575","0,2059137","0,2151929","0,18213","0,1790369","0,2315902","0,2163085","0,1671504","0,1653318","0,1564705","0,20076","0,1886502","0,1824936","0,1517701","0,1606908","0,1750333","0,167262","0,1506786","0,1638378","0,1532463","0,1553109","0,1570185","0,1595543","0,1415106","0,1610689","0,144814","0,1446594","0,1563125","0,1466606","0,148024","0,1592337","0,1744085","0,1493674","0,1456838","0,1636709","0,145422","0,1497533","0,1764822","0,1551451","0,1666537","0,1753064","0,1824234","0,1684059","0,1668753","0,1808318","0,1709078","0,1724547","0,1745255","0,1594485","0,1521496","0,1999139","0,1749512","0,1728525","0,1717085","0,1630243","0,1475212","0,1443977","0,1697173","0,1766275","0,160681","0,1546741","0,1490131","0,1489695","0,1520932","0,154263","0,1506009","0,1472291","0,1625617","0,1346066","0,1434795","0,1788021","0,1875239","0,1902024","0,1888346","0,2325345","0,1893121","0,1822323","0,1805193","0,1693653","0,2133293","0,2105118","0,1824668","0,1640965","0,1923615","0,1842494","0,1910347","0,1881905","0,1878293"
"605,5685","0,1597709","0,1599179","0,05107516","0,1032964","0,09850312","0,1089766","0,07945567","0,1467993","0,145102","0,09945786","0,1366508","0,2331698","0,08910665","0,1501808","0,1518983","0,08441596","0,2452489","0,166771","0,08199982","0,07887188","0,10847","0,100083","0,2093136","0,2120648","0,05799808","0,1080114","0,108339","0,07610121","0,1122244","0,1137622","0,06534939","0,14206","0,144028","0,05693695","0,1225922","0,1233307","0,04374243","0,1287221","0,1307957","0,03957773","0,04802135","0,04871622","0,1077712","0,1031886","0,1053932","0,09162716","0,1674497","0,1689103","0,2521467","0,189309","0,2333531","0,217","0,2117812","0,1991297","0,2185917","0,2222481","0,209482","0,2106546","0,2006319","0,1778217","0,1963209","0,1820395","0,1803523","0,1907794","0,183048","0,1816231","0,186514","0,1793158","0,187294","0,1804608","0,1757701","0,1933036","0,2087671","0,1907133","0,2008296","0,1807938","0,1509894","0,1465362","0,201921","0,2116301","0,1789923","0,1757676","0,2265805","0,2119091","0,1637353","0,1628283","0,1539639","0,19603","0,1849354","0,1791568","0,1538698","0,162861","0,1774138","0,1694732","0,1532383","0,1671427","0,1549491","0,1579002","0,1593738","0,1628224","0,143924","0,1647843","0,1473083","0,1472006","0,1590429","0,1503803","0,1512929","0,1632103","0,1777674","0,1523004","0,1485017","0,1675643","0,1482304","0,1517801","0,180443","0,1578775","0,1707409","0,177603","0,1862489","0,1718362","0,1701897","0,1841034","0,1744596","0,1748612","0,1776506","0,1622932","0,1549163","0,2027187","0,1787816","0,1760072","0,175259","0,1668279","0,1515133","0,1476514","0,1736668","0,1800643","0,1649558","0,1573704","0,1524907","0,1515201","0,1553202","0,1567714","0,1543097","0,1507037","0,1669935","0,1379183","0,1461407","0,1757016","0,1837763","0,1871801","0,1854906","0,2284383","0,1868618","0,179643","0,1767291","0,1653849","0,2093716","0,2067574","0,1797413","0,1612418","0,1892135","0,1819943","0,1879621","0,1855823","0,1853426"
"607,497","0,1665454","0,164953","0,05403238","0,08379702","0,07866","0,08040828","0,07633195","0,1417492","0,1399274","0,09609833","0,1331119","0,2279588","0,08588716","0,1456079","0,1478359","0,08183645","0,2394845","0,1618966","0,07987944","0,07656325","0,104421","0,09645706","0,2042205","0,2061412","0,05883111","0,109215","0,1097799","0,07573503","0,1133713","0,1155294","0,06619244","0,1435645","0,1459107","0,05743308","0,1237626","0,1244013","0,04435755","0,130778","0,1329149","0,03914066","0,04850428","0,04937811","0,1055319","0,1002723","0,1019522","0,08914989","0,1624717","0,1635258","0,2422722","0,1844351","0,2262924","0,211","0,2043107","0,1939682","0,2124804","0,2149409","0,2027288","0,204939","0,1952414","0,1726303","0,1915995","0,1765935","0,1759251","0,18579","0,1784967","0,1758362","0,1815091","0,1752195","0,1814718","0,1759867","0,1706379","0,1872865","0,2015755","0,1857665","0,1955511","0,1762542","0,1476337","0,1429356","0,1967467","0,2060746","0,1752403","0,1708215","0,2202094","0,2061193","0,1595525","0,159519","0,1507319","0,1897383","0,1792039","0,1742686","0,1548756","0,1643808","0,1791687","0,1703875","0,1561134","0,1693137","0,1569407","0,1595295","0,1606503","0,1650071","0,1459435","0,1671135","0,1484552","0,1480919","0,1606061","0,1523882","0,1529884","0,1661259","0,180543","0,1552126","0,1505489","0,1706243","0,1505536","0,1542049","0,1837205","0,1606185","0,1732837","0,1799127","0,1901536","0,1744197","0,1733614","0,1873866","0,1778824","0,1777129","0,1801469","0,165514","0,1576041","0,2062336","0,1815472","0,1797044","0,177629","0,1695562","0,1538456","0,1497336","0,1769132","0,1827001","0,1684639","0,1593574","0,1556548","0,1541527","0,1576936","0,1587183","0,1566063","0,154028","0,1701825","0,140575","0,1487858","0,1719966","0,1786825","0,1825092","0,180943","0,2226715","0,1825683","0,1757146","0,1723052","0,161978","0,2046374","0,2029302","0,1755571","0,1575673","0,1837278","0,1791674","0,183789","0,1816919","0,1806266"
"609,4256","0,1738366","0,1704361","0,05731578","0,07601172","0,07070053","0,06962491","0,07185486","0,1361833","0,1344421","0,09146532","0,1290552","0,2201392","0,08194528","0,1385939","0,141033","0,07881181","0,230014","0,1545761","0,0753608","0,07299329","0,0990876","0,09203214","0,1971595","0,1984521","0,05883846","0,110794","0,1116831","0,07694773","0,1149303","0,1167174","0,06681618","0,1442587","0,14883","0,0587195","0,1246414","0,1252275","0,04517924","0,1331346","0,1345606","0,04018618","0,04833115","0,04950599","0,1005148","0,09559514","0,0978051","0,08400145","0,156356","0,157063","0,2308468","0,1777363","0,2169172","0,203","0,1964931","0,1879828","0,2049158","0,2061006","0,1944691","0,1971251","0,1870476","0,1666623","0,1840976","0,1691975","0,168117","0,1781391","0,1721123","0,1685026","0,1744019","0,1695367","0,1749257","0,1689126","0,1645423","0,178572","0,1926264","0,1782826","0,1876047","0,1693871","0,1429128","0,1381084","0,1900079","0,1983489","0,1691585","0,1643131","0,2125131","0,1987228","0,1543687","0,1537581","0,1460973","0,1822818","0,1731391","0,168234","0,1564663","0,1671109","0,1810387","0,1726247","0,1587779","0,1724581","0,1603228","0,1629231","0,1623094","0,167496","0,1491456","0,170569","0,1514258","0,1503496","0,1624761","0,1538361","0,1544386","0,1682949","0,1834156","0,157598","0,1523979","0,1735808","0,152963","0,156575","0,1853773","0,1631928","0,1754909","0,1828633","0,191978","0,176329","0,1764106","0,19063","0,1802841","0,1810478","0,1819659","0,168693","0,1602243","0,2099255","0,1837644","0,1822549","0,1795112","0,1720879","0,1559331","0,1515187","0,1795887","0,1855516","0,171533","0,161387","0,1573248","0,1568739","0,1586737","0,1606976","0,1591398","0,1562969","0,1730408","0,1424419","0,1504624","0,1655174","0,1726501","0,1758348","0,1746562","0,213824","0,1750035","0,1695433","0,1664223","0,1560613","0,1981698","0,1953968","0,1690882","0,1527355","0,1763731","0,1731345","0,1783008","0,1750808","0,1733859"
"611,3541","0,184031","0,1765951","0,06292421","0,07871088","0,07318152","0,07424065","0,06913009","0,1300686","0,1288921","0,08766726","0,1236266","0,2108891","0,07842095","0,1318122","0,1333655","0,07577042","0,2192522","0,1479848","0,07106853","0,0690005","0,09349518","0,08775423","0,1888244","0,1910934","0,05984124","0,1138549","0,1143977","0,07967654","0,1177053","0,1194117","0,06797782","0,1466345","0,152139","0,06182621","0,127112","0,1282651","0,04692619","0,1358017","0,1375886","0,04231087","0,04932425","0,05042679","0,09466647","0,09100081","0,09381319","0,07850674","0,1489227","0,1499956","0,2228884","0,1707392","0,2075168","0,196","0,1899332","0,180977","0,197741","0,1967162","0,1867788","0,1899213","0,1796873","0,1602374","0,1763244","0,1618777","0,1610909","0,1712538","0,1657402","0,161919","0,1671123","0,1622602","0,1681036","0,1612557","0,1579253","0,1711274","0,1853402","0,170508","0,1803695","0,1617623","0,1381211","0,1338095","0,1826509","0,1908487","0,1624987","0,1578039","0,2035096","0,1903212","0,148499","0,1472555","0,1420974","0,1756236","0,1657687","0,1621922","0,1587073","0,1707913","0,1849682","0,1766554","0,1629023","0,1771017","0,1648463","0,167239","0,1659359","0,1712614","0,1533144","0,1764442","0,1560073","0,1556377","0,1670753","0,157111","0,1587973","0,1721468","0,1894059","0,1614019","0,1560468","0,1778186","0,1567337","0,1606944","0,1893022","0,1671639","0,1795512","0,1877639","0,1947883","0,179733","0,1796029","0,1958274","0,1839686","0,1850396","0,1862779","0,1722567","0,1635636","0,2145204","0,1877701","0,1858068","0,1843005","0,1764743","0,1597352","0,1560697","0,1849409","0,1908243","0,1760279","0,1642211","0,1609817","0,1600432","0,1625829","0,1646865","0,1642691","0,159147","0,1772663","0,1452106","0,1537683","0,1577783","0,165405","0,1683606","0,1682182","0,2050047","0,1675681","0,1620417","0,1598371","0,1484167","0,1896907","0,1858337","0,1619619","0,1469304","0,1689545","0,1648874","0,1717252","0,1685538","0,1663499"
"613,2827","0,1994426","0,1883091","0,07134675","0,08844671","0,08238102","0,0877679","0,06588122","0,1244812","0,124092","0,08390863","0,1172114","0,2022629","0,07502026","0,125694","0,1264253","0,0717218","0,2090884","0,1429804","0,06826569","0,06530792","0,08910698","0,08367596","0,1814294","0,1834664","0,06250197","0,1174985","0,1180317","0,08106197","0,121206","0,1228443","0,07008883","0,1513188","0,1562023","0,06371468","0,1315285","0,1332827","0,04853389","0,1395171","0,1427252","0,04382108","0,05021271","0,05193794","0,08971765","0,08657791","0,0885644","0,0740562","0,1409057","0,1428292","0,2162017","0,1652127","0,19937","0,188","0,1832736","0,1735851","0,1924381","0,1897688","0,1794965","0,1834145","0,1727725","0,1541864","0,1693193","0,1556692","0,1552367","0,1648325","0,15903","0,1566303","0,1597489","0,1544136","0,1617294","0,1547374","0,1510233","0,1657473","0,1786948","0,1629959","0,1737995","0,1549146","0,1335884","0,1293484","0,1752324","0,1829761","0,1559359","0,1512965","0,1949186","0,1823851","0,1440562","0,1425419","0,1374714","0,1691355","0,157567","0,1547957","0,1619972","0,1752761","0,1912088","0,1815352","0,1689381","0,1828311","0,1705804","0,1731761","0,1713077","0,1770925","0,1577254","0,1826315","0,1605304","0,1616068","0,1737746","0,1623316","0,1652038","0,1795197","0,1972424","0,1681666","0,1626455","0,1842791","0,1625854","0,1672633","0,1966111","0,1724334","0,1858486","0,1950145","0,2011726","0,1863109","0,1853853","0,2023099","0,1905962","0,1905949","0,1929483","0,1778253","0,1682076","0,2217156","0,1945457","0,1916792","0,1917032","0,183674","0,1663384","0,1622463","0,19225","0,1987018","0,182932","0,1693935","0,166645","0,1655432","0,169101","0,1716646","0,1700558","0,1650639","0,1847145","0,1504833","0,1602487","0,1512775","0,1590579","0,1603633","0,1620052","0,1972777","0,1610409","0,1551529","0,1528672","0,1425503","0,1812223","0,1774161","0,1552018","0,1409664","0,1615789","0,1570727","0,1640595","0,1623609","0,1597485"
"615,2112","0,2251616","0,2118307","0,08573543","0,1018294","0,09577434","0,1060908","0,06318228","0,1231647","0,1229663","0,08071238","0,1131306","0,1953081","0,07279582","0,1208422","0,1226693","0,06931952","0,2027117","0,1394091","0,06621841","0,06285597","0,08577064","0,08065807","0,1760329","0,1776337","0,06646628","0,1257431","0,1263648","0,08517363","0,1284626","0,1304304","0,07500143","0,1615146","0,1650975","0,06745862","0,1408783","0,1415676","0,05205593","0,1479873","0,1520851","0,04708307","0,05355759","0,05535718","0,08659429","0,08308318","0,08458372","0,07143147","0,1360917","0,1377566","0,2132975","0,162352","0,1955607","0,182","0,177959","0,1684541","0,1898278","0,1862706","0,1757575","0,1787432","0,1680195","0,1505621","0,1649422","0,1525478","0,1519115","0,1607413","0,1553278","0,1525846","0,1544852","0,1490682","0,1570116","0,1513985","0,1468251","0,1623748","0,1740935","0,1584515","0,1697375","0,1501049","0,1299437","0,1262805","0,1695938","0,1767754","0,1505626","0,1465623","0,1892486","0,1774763","0,1402937","0,1388087","0,1333078","0,1640731","0,1525093","0,1499596","0,1695523","0,1863787","0,2013182","0,1916849","0,1782527","0,1933197","0,1806118","0,183946","0,1814767","0,1888746","0,1679912","0,1940801","0,1705123","0,1725612","0,1847979","0,171766","0,1748168","0,1925163","0,2104401","0,1788969","0,1738288","0,1970883","0,1731782","0,1774642","0,2088292","0,1818506","0,1969931","0,2073798","0,213086","0,1984084","0,1972929","0,2130571","0,2027922","0,2018744","0,2045384","0,1893696","0,1780978","0,2365311","0,2059021","0,2040172","0,2034671","0,1961009","0,1778957","0,1735727","0,2061134","0,2132528","0,1968887","0,1796796","0,1774921","0,1774565","0,1795448","0,1834559","0,1814573","0,1780826","0,1981717","0,1621372","0,1715376","0,1472344","0,1545323","0,1551982","0,1594705","0,1919509","0,1564706","0,1513611","0,1475885","0,1391243","0,1759366","0,1725055","0,151152","0,1371762","0,1574481","0,1521979","0,1587022","0,1576534","0,1548423"
